INDX,wave,group,id,keep,obs_filter,dir_const,travel,Block Group,duration,speed,driveduration,stopduration,Telephone,Texting,Smoking,Belt,Pass,Agman,Agpassenger,Agother,total,begin_time1,end_time1,begin_time2,end_time2,begin_time3,end_time3,begin_time4,end_time4,begin_time5,end_time5,begin_time6,end_time6,begin_time7,end_time7,begin_time8,end_time8,begin_time9,end_time9,begin_time10,end_time10,begin_time11,end_time11,begin_time12,end_time12,arrival_time,e1,e2,e3,e4,e5,e6,e7,e8,e9,r1,r2,interviewer,startpoint,endpoint,starttime,endtime,travelcode,distance,direction
178,2nd wave - Non-anonimous,2nd wave - Treatment,178,1,Keep,Same direction or one trip only,Khovle-Tbilisi,Metekhi,79,50.70422363,71,8,3,0,0,0,1,0,0,0,4,9/28/2016 16:13,9/28/2016 16:43,9/28/2016 16:43,9/28/2016 17:13,9/28/2016 17:13,9/28/2016 17:32,,,,,,,,,,,,,,,,,,,9/28/2016 17:32,1,1,0,0,0,1,0,1,0,5,5,1818,Khovle,Tbilisi,9/28/2016 16:13,9/28/2016 17:32,TBS-Khovle / Khovle--TBS,60,To Tbilisi
179,3rd wave - Anonimous,3rd wave - Former treatment,179,1,Keep,Same direction or one trip only,Akhaltsikhe-Tbilisi,Akhaltsikhe,155,75.48387146,155,0,1,0,0,0,0,4,0,0,5,10/12/2016 16:30,10/12/2016 16:59,10/12/2016 16:59,10/12/2016 17:29,10/12/2016 17:29,10/12/2016 18:02,10/12/2016 18:02,10/12/2016 18:03,10/12/2016 18:32,10/12/2016 19:01,10/12/2016 19:01,10/12/2016 19:05,,,,,,,,,,,,,10/12/2016 19:05,1,0,0,0,0,-2,0,1,0,3,3,1851,Akhaltsikhe,Tbilisi,10/12/2016 16:30,10/12/2016 19:05,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,To Tbilisi
180,1st wave - Anonimous,1st wave - Control,31,1,Keep,Same direction or one trip only,Gori-Tbilisi,Gori,49,87.5,48,1,0,0,0,0,3,0,0,0,3,9/20/2016 13:54,9/20/2016 14:24,9/20/2016 14:24,9/20/2016 14:43,,,,,,,,,,,,,,,,,,,,,9/20/2016 14:51,1,-1,0,0,0,1,0,1,0,4,4,1839,Gori,Tbilisi,9/20/2016 13:54,9/20/2016 14:43,TBS-Gori / Gori--TBS,70,To Tbilisi
181,3rd wave - Anonimous,3rd wave - New or former control,76,1,Keep,Same direction or one trip only,Tbilisi-Lagodekhi,Lagodekhi,121,68.92562103,121,0,0,0,4,0,1,0,0,0,5,10/18/2016 9:56,10/18/2016 10:26,10/18/2016 10:26,10/18/2016 10:56,10/18/2016 10:56,10/18/2016 11:26,10/18/2016 11:26,10/18/2016 11:56,10/18/2016 11:56,10/18/2016 11:57,,,,,,,,,,,,,,,10/18/2016 12:04,1,0,0,0,0,1,0,1,0,3,3,1810,Tbilisi,Lagodekhi,10/18/2016 9:56,10/18/2016 11:57,TBS-Lagodekhi / Lagodekhi--TBS,139,From Tbilisi
182,3rd wave - Anonimous,3rd wave - Former treatment,61,1,Keep,Different directions,Tbilisi-Bulachauri,Zhinvali,36,48.33333206,36,0,1,0,0,0,0,0,0,0,1,10/11/2016 12:15,10/11/2016 12:45,10/11/2016 12:45,10/11/2016 12:51,,,,,,,,,,,,,,,,,,,,,10/11/2016 12:52,1,0,0,0,0,0,1,1,0,4,4,1818,Tbilisi,Bulachauri,10/11/2016 12:15,10/11/2016 12:51,TBS-Bulachauri / Bulachauri--TBS,29,From Tbilisi
183,3rd wave - Anonimous,3rd wave - New or former control,183,1,Keep,Same direction or one trip only,Borjomi-Tbilisi,Borjomi,109,83.88349152,103,6,0,0,5,0,0,0,0,0,5,10/13/2016 14:06,10/13/2016 14:36,10/13/2016 14:36,10/13/2016 15:06,10/13/2016 15:06,10/13/2016 15:36,10/13/2016 15:36,10/13/2016 15:55,,,,,,,,,,,,,,,,,10/13/2016 15:56,1,-1,0,0,0,1,0,1,0,4,4,1833,Borjomi,Tbilisi,10/13/2016 14:06,10/13/2016 15:55,TBS-Borjomi / Borjomi--TBS,144,To Tbilisi
184,3rd wave - Anonimous,3rd wave - Former treatment,72,1,Keep,Different directions,Tbilisi-Kutaisi,Kutaisi,195,72.20339203,177,18,5,0,0,0,3,0,0,0,8,10/13/2016 13:10,10/13/2016 13:40,10/13/2016 13:40,10/13/2016 14:10,10/13/2016 14:10,10/13/2016 14:40,10/13/2016 14:40,10/13/2016 15:10,10/13/2016 15:10,10/13/2016 15:40,10/13/2016 15:40,10/13/2016 16:10,10/13/2016 16:10,10/13/2016 16:25,,,,,,,,,,,10/13/2016 16:25,1,1,0,0,0,1,0,1,0,5,5,1828,Tbilisi,Kutaisi,10/13/2016 13:10,10/13/2016 16:25,TBS-Kutaisi / Kutaisi--TBS,213,From Tbilisi
185,2nd wave - Non-anonimous,2nd wave - Treatment,185,1,Keep,Same direction or one trip only,Tbilisi-Zestaponi,Zestaponi,147,78.26087189,138,9,1,0,0,0,0,0,0,0,1,9/29/2016 9:24,9/29/2016 9:54,9/29/2016 9:54,9/29/2016 10:24,9/29/2016 10:24,9/29/2016 10:54,9/29/2016 10:54,9/29/2016 11:24,9/29/2016 11:24,9/29/2016 11:51,,,,,,,,,,,,,,,9/29/2016 11:51,1,1,0,0,0,1,0,1,0,5,5,1842,Tbilisi,Zestaponi,9/29/2016 9:24,9/29/2016 11:51,TBS-Zestaponi / Zestaponi--TBS,180,From Tbilisi
186,3rd wave - Anonimous,3rd wave - Former treatment,154,1,Keep,Same direction or one trip only,Tbilisi-Kareli,Gori,64,84.375,64,0,1,0,0,3,0,0,0,0,4,10/11/2016 11:29,10/11/2016 12:00,10/11/2016 12:00,10/11/2016 12:30,10/11/2016 12:30,10/11/2016 12:33,,,,,,,,,,,,,,,,,,,10/11/2016 12:33,1,1,0,0,0,1,0,1,0,5,5,1805,Tbilisi,Kareli,10/11/2016 11:29,10/11/2016 12:33,TBS-Kareli / Kareli--TBS,90,From Tbilisi
187,3rd wave - Anonimous,3rd wave - New or former control,187,1,Keep,Same direction or one trip only,Khashuri-Tbilisi,Khashuri,85,80.47058868,85,0,3,0,2,0,0,0,0,1,6,10/18/2016 17:22,10/18/2016 17:53,10/18/2016 17:53,10/18/2016 18:22,10/18/2016 18:22,10/18/2016 18:47,,,,,,,,,,,,,,,,,,,10/18/2016 18:48,1,1,0,0,0,1,0,1,0,3,3,1832,Khashuri,Tbilisi,10/18/2016 17:22,10/18/2016 18:47,TBS-Khashuri / Khashuri--TBS,114,To Tbilisi
188,3rd wave - Anonimous,3rd wave - New or former control,188,1,Keep,Different directions,Tbilisi-Kutaisi,Kutaisi,210,63.90000153,200,10,6,0,0,1,6,11,0,1,25,10/20/2016 11:30,10/20/2016 12:00,10/20/2016 12:01,10/20/2016 12:30,10/20/2016 12:30,10/20/2016 13:00,10/20/2016 13:00,10/20/2016 13:34,10/20/2016 13:34,10/20/2016 13:59,10/20/2016 13:59,10/20/2016 14:32,10/20/2016 14:32,10/20/2016 14:59,10/20/2016 14:59,10/20/2016 15:00,,,,,,,,,10/20/2016 15:01,1,1,0,0,0,1,0,1,0,4,4,1853,Tbilisi,Kutaisi,10/20/2016 11:30,10/20/2016 15:00,TBS-Kutaisi / Kutaisi--TBS,213,From Tbilisi
189,1st wave - Anonimous,1st wave - Control,51,1,Keep,Same direction or one trip only,Tbilisi-Okami,Gori,42,52.8571434,42,0,0,0,0,0,0,0,0,0,0,9/20/2016 12:22,9/22/2016 12:38,9/20/2016 12:52,9/20/2016 13:04,,,,,,,,,,,,,,,,,,,,,9/20/2016 13:04,1,-1,0,0,0,1,0,1,0,5,5,1835,Tbilisi,Okami,9/20/2016 12:22,9/20/2016 13:04,TBS-Okami / Okami--TBS,37,From Tbilisi
190,3rd wave - Anonimous,3rd wave - New or former control,190,1,Keep,Same direction or one trip only,Tbilisi-Metekhi,Metekhi,48,60,43,5,1,0,1,0,0,0,0,0,2,10/19/2016 9:11,10/19/2016 9:41,10/19/2016 9:41,10/19/2016 9:59,,,,,,,,,,,,,,,,,,,,,10/19/2016 9:59,1,-1,0,0,1,1,0,1,0,4,4,1833,Tbilisi,Metekhi,10/19/2016 9:11,10/19/2016 9:59,TBS-Metekhi / Metekhi--TBS,43,From Tbilisi
191,3rd wave - Anonimous,3rd wave - New or former control,191,1,Keep,Same direction or one trip only,Tsilkani-Tbilisi,Saguramo,28,55.7142868,28,0,0,0,0,1,0,1,0,0,2,10/11/2016 14:06,10/11/2016 14:34,,,,,,,,,,,,,,,,,,,,,,,10/11/2016 14:34,1,-1,1,0,0,1,0,1,0,4,5,1837,Tsilkani,Tbilisi,10/11/2016 14:06,10/11/2016 14:34,TBS-Tsilkani / Tsilkani--TBS,26,To Tbilisi
192,2nd wave - Non-anonimous,2nd wave - Treatment,192,1,Keep,Same direction or one trip only,Tbilisi-Kareli,Gori,60,90,60,0,1,0,2,1,0,0,0,0,4,9/27/2016 10:10,9/27/2016 10:40,9/27/2016 10:40,9/27/2016 11:10,,,,,,,,,,,,,,,,,,,,,9/27/2016 11:10,1,1,0,0,0,1,0,1,0,5,5,1841,Tbilisi,Kareli,9/27/2016 10:10,9/27/2016 11:10,TBS-Kareli / Kareli--TBS,90,From Tbilisi
193,2nd wave - Non-anonimous,2nd wave - Treatment,32,1,Keep,Same direction or one trip only,Zestaponi-Tbilisi,Zestaponi,157,72.97297668,148,9,0,0,0,1,0,0,0,0,1,9/29/2016 12:27,9/29/2016 12:57,9/29/2016 12:57,9/29/2016 13:27,9/29/2016 13:27,9/29/2016 13:57,9/29/2016 13:57,9/29/2016 14:27,9/29/2016 14:27,9/29/2016 14:57,9/29/2016 14:57,9/29/2016 15:04,,,,,,,,,,,,,9/29/2016 15:04,1,1,0,0,0,1,0,1,0,5,5,1842,Zestaponi,Tbilisi,9/29/2016 12:27,9/29/2016 15:04,TBS-Zestaponi / Zestaponi--TBS,180,To Tbilisi
194,3rd wave - Anonimous,3rd wave - New or former control,135,0,Drop,Observation filtered out,Tbilisi-Terjola,Zestaponi,147,82.7142868,140,7,6,0,2,0,5,0,0,0,13,10/19/2016 11:13,10/19/2016 11:43,10/19/2016 11:43,10/19/2016 12:13,10/19/2016 12:13,10/19/2016 12:44,10/19/2016 12:44,10/19/2016 13:13,10/19/2016 13:13,10/19/2016 13:40,,,,,,,,,,,,,,,10/19/2016 13:40,1,1,0,0,0,1,0,1,-1,4,4,1832,Tbilisi,Terjola,10/19/2016 11:13,10/19/2016 13:40,TBS-Terjola / Terjola--TBS,193,From Tbilisi
195,2nd wave - Non-anonimous,2nd wave - Treatment,195,1,Keep,Same direction or one trip only,Tbilisi-Gori,Gori,58,79.24528503,53,5,0,0,0,0,0,0,0,0,0,9/29/2016 9:59,9/29/2016 10:29,9/29/2016 10:29,9/29/2016 10:57,,,,,,,,,,,,,,,,,,,,,9/29/2016 10:58,0,-1,0,0,1,1,0,1,0,4,3,1833,Tbilisi,Gori,9/29/2016 9:59,9/29/2016 10:57,TBS-Gori / Gori--TBS,70,From Tbilisi
196,3rd wave - Anonimous,3rd wave - Former treatment,6,1,Keep,Same direction or one trip only,Zestaponi-Tbilisi,Zestaponi,149,72.48322296,149,0,2,0,0,0,0,0,0,0,2,10/20/2016 16:35,10/20/2016 17:05,10/20/2016 17:05,10/20/2016 17:35,10/20/2016 17:35,10/20/2016 18:05,10/20/2016 18:05,10/20/2016 18:35,10/20/2016 18:35,10/20/2016 19:04,,,,,,,,,,,,,,,10/20/2016 19:04,1,-1,0,0,0,1,0,1,0,5,5,1828,Zestaponi,Tbilisi,10/20/2016 16:35,10/20/2016 19:04,TBS-Zestaponi / Zestaponi--TBS,180,To Tbilisi
197,3rd wave - Anonimous,3rd wave - New or former control,77,1,Keep,Same direction or one trip only,Tbilisi-Tamarasheni,Gori,76,78.15789795,76,0,0,0,0,0,0,0,0,0,0,10/18/2016 13:50,10/18/2016 14:20,10/18/2016 14:20,10/18/2016 14:50,10/18/2016 14:50,10/18/2016 15:06,,,,,,,,,,,,,,,,,,,10/18/2016 15:07,1,-1,0,0,0,1,0,1,0,5,5,1834,Tbilisi,Tamarasheni,10/18/2016 13:50,10/18/2016 15:06,TBS-Tamarasheni / Tamarasheni--TBS,99,From Tbilisi
198,3rd wave - Anonimous,3rd wave - Former treatment,59,1,Keep,Same direction or one trip only,Tbilisi-Metekhi,Metekhi,65,39.69230652,65,0,1,0,0,3,0,0,0,0,4,10/13/2016 9:19,10/13/2016 9:50,10/13/2016 9:50,10/13/2016 10:24,10/13/2016 10:24,10/13/2016 10:24,,,,,,,,,,,,,,,,,,,10/13/2016 10:26,1,1,0,0,0,1,0,1,0,4,3,1805,Tbilisi,Metekhi,10/13/2016 9:19,10/13/2016 10:24,TBS-Metekhi / Metekhi--TBS,43,From Tbilisi
199,3rd wave - Anonimous,3rd wave - New or former control,199,1,Keep,Same direction or one trip only,Tbilisi-Sachkhere,Sachkhere,127,79,120,7,3,0,0,0,1,2,0,0,6,10/19/2016 12:15,10/19/2016 12:45,10/19/2016 12:45,10/19/2016 13:15,10/19/2016 13:15,10/19/2016 13:45,11/5/2016 13:45,10/19/2016 14:15,10/19/2016 14:15,10/19/2016 14:22,,,,,,,,,,,,,,,10/19/2016 14:22,0,-1,0,1,0,0,1,1,0,4,4,1818,Tbilisi,Sachkhere,10/19/2016 12:15,10/19/2016 14:22,TBS-Sachkhere / Sachkhere--TBS,158,From Tbilisi
200,2nd wave - Non-anonimous,2nd wave - Treatment,200,1,Keep,Same direction or one trip only,Telavi-Tbilisi,Telavi,131,37.37704849,122,9,1,0,2,0,4,4,0,0,11,9/29/2016 13:24,9/29/2016 13:55,9/29/2016 13:55,9/29/2016 14:26,9/29/2016 14:26,9/29/2016 14:56,9/29/2016 14:56,9/29/2016 15:26,9/29/2016 15:26,9/29/2016 15:35,,,,,,,,,,,,,,,9/29/2016 15:35,0,1,0,0,1,1,0,1,0,3,3,1824,Telavi,Tbilisi,9/29/2016 13:24,9/29/2016 15:35,TBS-Telavi / Telavi--TBS,76,To Tbilisi
201,2nd wave - Non-anonimous,2nd wave - Treatment,201,1,Keep,Same direction or one trip only,Tbilisi-Mereti,Gori,101,60.625,96,5,1,0,0,0,0,0,0,0,1,9/29/2016 10:22,9/29/2016 10:52,9/29/2016 10:52,9/29/2016 11:22,9/29/2016 11:22,9/29/2016 11:52,9/29/2016 11:52,9/29/2016 12:03,,,,,,,,,,,,,,,,,9/29/2016 12:03,1,-1,0,0,0,-1,0,1,0,4,4,1828,Tbilisi,Mereti,9/29/2016 10:22,9/29/2016 12:03,TBS-Mereti / Mereti--TBS,97,From Tbilisi
202,3rd wave - Anonimous,3rd wave - New or former control,202,1,Keep,Same direction or one trip only,Shrosha-Tbilisi,Zestaponi,150,65.19999695,150,0,1,0,0,7,1,5,0,0,14,10/18/2016 13:56,10/18/2016 14:35,10/18/2016 14:35,10/18/2016 15:59,10/18/2016 14:59,10/18/2016 14:59,10/18/2016 14:59,10/18/2016 15:06,10/18/2016 15:07,10/18/2016 15:36,10/18/2016 15:36,10/18/2016 16:06,10/18/2016 16:06,10/18/2016 16:26,,,,,,,,,,,10/18/2016 16:26,1,0,0,0,0,1,0,1,0,3,3,1805,Shrosha,Tbilisi,10/18/2016 13:56,10/18/2016 16:26,TBS-Shrosha / Shrosha--TBS,163,To Tbilisi
203,3rd wave - Anonimous,3rd wave - Former treatment,203,1,Keep,Same direction or one trip only,Tbilisi-Zestaponi,Zestaponi,142,83.07691956,130,12,5,0,1,0,1,0,0,0,7,10/20/2016 10:12,10/20/2016 10:42,10/20/2016 10:42,10/20/2016 11:12,10/20/2016 11:12,10/20/2016 11:42,10/20/2016 11:42,10/20/2016 12:12,10/20/2016 12:12,10/20/2016 12:34,,,,,,,,,,,,,,,10/20/2016 12:34,1,-1,0,0,0,1,0,1,0,5,5,1828,Tbilisi,Zestaponi,10/20/2016 10:12,10/20/2016 12:34,TBS-Zestaponi / Zestaponi--TBS,180,From Tbilisi
204,1st wave - Anonimous,1st wave - Control,57,1,Keep,Different directions,Tbilisi-Bakuriani,Bakuriani,175,62.23602295,161,14,1,0,0,1,5,0,0,0,7,9/21/2016 9:14,9/21/2016 9:44,9/21/2016 9:44,9/21/2016 10:14,9/21/2016 10:14,9/21/2016 10:44,9/21/2016 10:44,9/21/2016 11:14,9/21/2016 11:14,9/21/2016 11:44,9/21/2016 11:44,9/21/2016 12:09,,,,,,,,,,,,,9/21/2016 12:10,0,-1,0,0,1,0,0,1,0,4,3,1833,Tbilisi,Bakuriani,9/21/2016 9:14,9/21/2016 12:09,TBS-Bakuriani / Bakuriani--TBS,167,From Tbilisi
205,2nd wave - Non-anonimous,2nd wave - Treatment,129,1,Keep,Same direction or one trip only,Tbilisi-Mtskheta,Mtskheta,22,27.27272797,22,0,0,0,0,0,0,0,0,0,0,9/29/2016 9:10,9/29/2016 9:32,,,,,,,,,,,,,,,,,,,,,,,9/29/2016 9:33,1,1,1,0,0,1,0,1,0,4,5,1834,Tbilisi,Mtskheta,9/29/2016 9:10,9/29/2016 9:32,TBS-Mtskheta / Mtskheta--TBS,10,From Tbilisi
206,3rd wave - Anonimous,3rd wave - Former treatment,206,1,Keep,Same direction or one trip only,Tbilisi-Kavtiskhevi,Mtskheta,40,51.89189148,37,3,0,0,0,0,2,0,0,0,2,10/11/2016 9:44,10/11/2016 10:14,10/11/2016 10:14,10/11/2016 10:24,,,,,,,,,,,,,,,,,,,,,10/11/2016 10:24,0,-1,0,1,0,0,0,1,0,4,3,1833,Tbilisi,Kavtiskhevi,10/11/2016 9:44,10/11/2016 10:24,TBS-Kavtiskhevi / Kavtiskhevi--TBS,32,From Tbilisi
207,2nd wave - Non-anonimous,2nd wave - Treatment,207,1,Keep,Same direction or one trip only,Tbilisi-Kutaisi,Kutaisi,210,67.61904907,189,21,0,0,0,0,0,0,0,0,0,9/27/2016 11:20,9/27/2016 11:50,9/27/2016 11:50,9/27/2016 12:20,9/27/2016 12:20,9/27/2016 12:50,9/27/2016 12:50,9/27/2016 13:20,9/27/2016 13:20,9/27/2016 13:50,9/27/2016 13:50,9/27/2016 14:20,9/27/2016 14:20,9/27/2016 14:50,,,,,,,,,,,9/27/2016 14:52,0,1,0,0,0,1,0,1,0,5,5,1819,Tbilisi,Kutaisi,9/27/2016 11:20,9/27/2016 14:50,TBS-Kutaisi / Kutaisi--TBS,213,From Tbilisi
208,1st wave - Anonimous,1st wave - Control,177,1,Keep,Different directions,Tsnori-Tbilisi,Gurjaani,98,63.82978821,94,4,1,0,5,0,7,4,0,0,17,9/21/2016 12:52,9/21/2016 13:22,9/21/2016 13:22,9/21/2016 13:52,9/21/2016 13:52,9/21/2016 14:22,9/21/2016 14:22,9/21/2016 14:30,,,,,,,,,,,,,,,,,9/21/2016 14:30,0,1,0,0,1,1,1,0,0,3,2,1824,Tsnori,Tbilisi,9/21/2016 12:52,9/21/2016 14:30,TBS-Tsnori / Tsnori--TBS,100,To Tbilisi
209,1st wave - Anonimous,1st wave - Control,55,1,Keep,Different directions,Tbilisi-Tianeti,Zhinvali,75,50.95890427,73,2,1,0,0,1,6,2,0,0,10,9/20/2016 10:30,9/20/2016 11:00,9/20/2016 11:00,9/20/2016 11:30,9/20/2016 11:30,9/20/2016 11:45,,,,,,,,,,,,,,,,,,,9/20/2016 11:45,1,1,0,0,0,1,0,1,0,3,3,1853,Tbilisi,Tianeti,9/20/2016 10:30,9/20/2016 11:45,TBS-Tianeti / Tianeti--TBS,62,From Tbilisi
210,3rd wave - Anonimous,3rd wave - Former treatment,210,1,Keep,Same direction or one trip only,Khashuri-Tbilisi,Khashuri,76,90,76,0,0,0,0,0,1,4,1,0,6,10/11/2016 12:30,10/11/2016 13:00,10/11/2016 13:00,10/11/2016 13:30,10/11/2016 13:30,10/11/2016 13:46,,,,,,,,,,,,,,,,,,,10/11/2016 14:00,0,1,0,0,1,1,0,1,0,3,3,1841,Khashuri,Tbilisi,10/11/2016 12:30,10/11/2016 13:46,TBS-Khashuri / Khashuri--TBS,114,To Tbilisi
211,3rd wave - Anonimous,3rd wave - Former treatment,120,1,Keep,Same direction or one trip only,Tbilisi-Khovle,Metekhi,87,47.36841965,76,11,3,0,2,0,1,3,0,0,9,10/11/2016 13:54,10/11/2016 14:24,10/11/2016 14:24,10/11/2016 14:54,10/11/2016 14:54,10/11/2016 15:21,,,,,,,,,,,,,,,,,,,10/11/2016 15:21,1,1,1,0,1,1,0,0,0,4,2,1824,Tbilisi,Khovle,10/11/2016 13:54,10/11/2016 15:21,TBS-Khovle / Khovle--TBS,60,From Tbilisi
212,2nd wave - Non-anonimous,2nd wave - Treatment,212,1,Keep,Same direction or one trip only,Tbilisi-Sachkhere,Sachkhere,113,85.40540314,111,2,0,0,0,0,0,0,0,0,0,9/27/2016 8:10,9/27/2016 8:40,9/27/2016 8:40,9/27/2016 9:10,9/27/2016 9:10,9/27/2016 9:41,9/27/2016 9:41,9/27/2016 10:03,,,,,,,,,,,,,,,,,9/27/2016 10:03,1,1,0,0,0,1,0,1,0,5,5,1842,Tbilisi,Sachkhere,9/27/2016 8:10,9/27/2016 10:03,TBS-Sachkhere / Sachkhere--TBS,158,From Tbilisi
213,3rd wave - Anonimous,3rd wave - New or former control,153,1,Keep,Same direction or one trip only,Tbilisi-Gori,Gori,59,73.68421173,57,2,4,0,0,0,0,0,1,0,5,10/19/2016 11:31,10/19/2016 11:59,10/19/2016 11:59,10/19/2016 12:30,,,,,,,,,,,,,,,,,,,,,10/19/2016 12:32,1,1,0,0,0,1,0,1,0,4,4,1853,Tbilisi,Gori,10/19/2016 11:31,10/19/2016 12:30,TBS-Gori / Gori--TBS,70,From Tbilisi
214,3rd wave - Anonimous,3rd wave - New or former control,214,1,Keep,Same direction or one trip only,Saguramo-Tbilisi,Saguramo,16,52.5,16,0,0,0,0,0,0,0,0,0,0,10/18/2016 11:29,10/18/2016 11:45,,,,,,,,,,,,,,,,,,,,,,,10/18/2016 11:45,1,1,0,0,0,1,0,1,0,5,5,1828,Saguramo,Tbilisi,10/18/2016 11:29,10/18/2016 11:45,TBS-Saguramo / Saguramo--TBS,14,To Tbilisi
215,2nd wave - Non-anonimous,2nd wave - Treatment,215,1,Keep,Same direction or one trip only,Tsnori-Tbilisi,Gurjaani,105,57.69230652,104,1,0,0,0,0,3,5,0,0,8,9/29/2016 12:03,9/29/2016 12:30,9/29/2016 12:30,9/29/2016 13:00,9/29/2016 13:00,9/29/2016 13:30,9/29/2016 13:30,9/29/2016 13:48,,,,,,,,,,,,,,,,,9/29/2016 13:48,1,1,0,0,1,1,0,1,0,3,3,1853,Tsnori,Tbilisi,9/29/2016 12:03,9/29/2016 13:48,TBS-Tsnori / Tsnori--TBS,100,To Tbilisi
216,1st wave - Anonimous,1st wave - Control,216,1,Keep,Same direction or one trip only,Okami-Tbilisi,Kaspi,43,51.6279068,43,0,0,0,0,1,0,0,0,0,1,9/20/2016 16:06,9/20/2016 16:36,9/20/2016 16:36,9/20/2016 16:49,,,,,,,,,,,,,,,,,,,,,9/20/2016 16:49,1,1,0,0,0,1,0,1,0,5,5,1835,Okami,Tbilisi,9/20/2016 16:06,9/20/2016 16:49,TBS-Okami / Okami--TBS,37,To Tbilisi
217,3rd wave - Anonimous,3rd wave - New or former control,109,1,Keep,Same direction or one trip only,Lagodekhi-Tbilisi,Lagodekhi,141,59.14893723,141,0,0,0,0,0,0,0,0,0,0,10/18/2016 13:53,10/18/2016 14:23,10/18/2016 14:23,10/18/2016 14:53,10/18/2016 14:53,10/18/2016 15:23,10/18/2016 15:23,10/18/2016 15:53,10/18/2016 15:53,10/18/2016 16:14,,,,,,,,,,,,,,,10/18/2016 16:32,1,0,0,0,0,1,0,1,0,4,4,1810,Lagodekhi,Tbilisi,10/18/2016 13:53,10/18/2016 16:14,TBS-Lagodekhi / Lagodekhi--TBS,139,To Tbilisi
218,3rd wave - Anonimous,3rd wave - New or former control,111,0,Drop,Observation filtered out,Akhalubani-Tbilisi,Ksani,40,36,40,0,0,0,0,0,0,0,0,0,0,10/18/2016 17:00,10/18/2016 17:30,10/18/2016 17:30,10/18/2016 17:40,,,,,,,,,,,,,,,,,,,,,10/18/2016 17:40,1,1,0,0,0,1,0,1,0,4,4,1851,Akhalubani,Tbilisi,10/18/2016 17:00,10/18/2016 17:40,TBS-Akhalubani / Akhalubani--TBS,24,To Tbilisi
219,1st wave - Anonimous,1st wave - Control,190,1,Keep,Same direction or one trip only,Tbilisi-Metekhi,Metekhi,45,64.5,40,5,0,0,0,2,0,0,0,0,2,9/20/2016 9:11,9/20/2016 9:40,9/20/2016 9:41,9/20/2016 9:56,,,,,,,,,,,,,,,,,,,,,9/20/2016 9:56,1,1,0,0,1,1,0,1,0,5,5,1842,Tbilisi,Metekhi,9/20/2016 9:11,9/20/2016 9:56,TBS-Metekhi / Metekhi--TBS,43,From Tbilisi
220,1st wave - Anonimous,1st wave - Control,220,1,Keep,Same direction or one trip only,Tbilisi-Saguramo,Saguramo,37,24,35,2,0,0,0,1,0,2,0,0,3,9/20/2016 9:15,9/20/2016 9:16,9/20/2016 9:35,9/20/2016 9:52,,,,,,,,,,,,,,,,,,,,,9/20/2016 9:52,0,0,1,1,1,0,1,0,0,3,1,1836,Tbilisi,Saguramo,9/20/2016 9:15,9/20/2016 9:52,TBS-Saguramo / Saguramo--TBS,14,From Tbilisi
221,1st wave - Anonimous,1st wave - Control,221,1,Keep,Different directions,Choporti-Tbilisi,Saguramo,21,82.85713959,21,0,0,0,0,1,1,1,0,0,3,9/20/2016 11:48,9/20/2016 12:09,,,,,,,,,,,,,,,,,,,,,,,9/20/2016 12:21,1,1,0,0,0,1,0,1,0,4,4,1810,Choporti,Tbilisi,9/20/2016 11:48,9/20/2016 12:09,TBS-Choporti / Choporti--TBS,29,To Tbilisi
222,3rd wave - Anonimous,3rd wave - Former treatment,134,1,Keep,Different directions,Tbilisi-Akhaltsikhe,Akhaltsikhe,173,72.22222137,162,11,7,0,0,0,8,0,0,0,15,10/12/2016 9:00,10/12/2016 9:30,10/12/2016 9:30,10/12/2016 10:00,10/12/2016 10:00,10/12/2016 10:30,10/12/2016 10:30,10/12/2016 11:00,10/12/2016 11:00,10/12/2016 11:30,10/12/2016 11:30,10/12/2016 11:53,,,,,,,,,,,,,10/12/2016 11:54,0,0,0,0,1,1,1,1,0,4,4,1838,Tbilisi,Akhaltsikhe,10/12/2016 9:00,10/12/2016 11:53,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,From Tbilisi
223,2nd wave - Non-anonimous,2nd wave - Treatment,223,1,Keep,Same direction or one trip only,Gurjaani-Tbilisi,Gurjaani,85,66.35294342,85,0,4,0,0,3,0,0,0,0,7,9/29/2016 11:27,9/29/2016 12:00,9/29/2016 12:00,9/29/2016 12:30,9/29/2016 12:30,9/29/2016 12:52,,,,,,,,,,,,,,,,,,,9/29/2016 12:52,1,0,0,0,1,1,0,1,0,5,5,1805,Gurjaani,Tbilisi,9/29/2016 11:27,9/29/2016 12:52,TBS-Gurjaani / Gurjaani--TBS,94,To Tbilisi
224,3rd wave - Anonimous,3rd wave - New or former control,224,1,Keep,Same direction or one trip only,Gori-Tbilisi,Gori,47,89.36170197,47,0,0,0,0,0,0,0,0,0,0,10/13/2016 11:16,10/13/2016 11:46,10/13/2016 11:46,10/13/2016 12:03,,,,,,,,,,,,,,,,,,,,,10/13/2016 12:03,1,1,0,0,1,1,0,1,0,4,4,1810,Gori,Tbilisi,10/13/2016 11:16,10/13/2016 12:03,TBS-Gori / Gori--TBS,70,To Tbilisi
